Address Line 1,Address Line 2,City,Country,URL 1,URL 2,URL 3
Kipabungi Ltd,Mwakilingo Street,,Mombasa,Kenya,,,
Western Hiv/Aids Network,Muruli Road - Mwalimu Centre,,Kakamega Kenya,Kenya,,,
Portquip Kenya Limited,Nyerere,,Nairobi,Kenya,,,
Subuiga International Ltd,New Rehema House Ring Road,Off Westlands Road,Nairobi,Kenya,,,
Urgent Cargo Handling Ltd,Plot No.209/4999 Dundee House Uhuru Highway,,Nairobi,Kenya,,,
Anglican Church Of Kenya  Wrccs,Kisumu Kakamega Road,,Kakamega,Kenya,,,
Wajir South Development Association,Wajir,,Nairobi,Kenya,,,
Economic Industries Ltd,Shangani Building National Part East Gate Road,Next To Mombasa Road Police Post,Nairobi,Kenya,,,
Mary Farm Holding Ltd,Nazareth,,Nairobi,Kenya,,,
Pabari Distributors Limited,Baba Dogo Road,Ruaraka,Nairobi,Kenya,,,
Dipchem East Africa Ltd,Duldul Complex Mombasa Road,Behind Tuskys Head Office,Nairobi,Kenya,,,
Mama Na Dada Africa,"Kcs House 5Th Floor,  Mama Ngina Street",,Nairobi,Kenya,,
Equity Group Foundation,"Hospital Road, Upper Hill",,Nairobi,Kenya,,
Drug Fighters And Counseling For The Young Generation,Mbagathi,,Nairobi,Kenya,,,
Reliable Electrical Engineers Nairobi Limited,"Lr No 209/9791/17,  Road C",Enterprise Road,Nairobi,Kenya,,
Athi River Marble & Granite Ltd,"Chiromo Court,  Chiromo Road",,Nairobi,Kenya,,
Eastleigh Fellowship Center,Eastleigh 8Th Street,2Nd Avenue,Nairobi,Kenya,,,
Crown Distributors Ltd,Enterprise Road,,Nairobi,Kenya,,,
Bactlab Systems Ea Limited,Ring Road,Off Ngong Road,Nairobi,Kenya,,,
Safe Air Company (K) Ltd,Lang Ata Road,Near Wilson Airport,Nairobi,Kenya,,,
Centre For Tropical & Travel Medicine Ltd,Kirichwa Road,Off Ngong Road,Nairobi,Kenya,,,
Opulent Promotions Ltd,Factory Street,,Nairobi,Kenya,,,
Malindi Salt Works Limited,Malindi,,Mombasa,Kenya,,,
City To City Enterprises Limited,Kenyatta Avenue,,Nairobi,Kenya,,,
Vipul Shah & Company,"Posta Sacco Plaza, 15Th Floor University Way",,Nairobi,Kenya,,
Bhupco Textile Mills Limited,Kirinyaga Road Street,,Nairobi,Kenya,,,
Nicra Solutions Limited,Taveta Road,,Nairobi,Kenya,,,
General Engineering Works Ltd,Bungoma Road,Off Baricho Road,Nairobi,Kenya,,,
Communications Technology Ltd,"Plot No 91/80,  Limuru Road",,Nairobi,Kenya,,
World Health And Humanitarian Foundation,Lanet,,Nakuru,Kenya,,,
Kacee Investments Ltd,"Transnational Plaza 3Rd Floor,  Mama Ngina Street",Off Kimathi Street,Nairobi,Kenya,,
Tap Talent-Kenya,South Mumias,,Nairobi,Kenya,,,
The Really Useful Landscape Company Ltd,"L.R No. 21/1/19,  Limuru Road",,Nairobi,Kenya,,
Anchor Building Technologies Limited,Msa Road Subaru Kenya Compound,Warehouse C2,Nairobi,Kenya,,,
Kitui Millers,Off Lumumba Road,,Mombasa,Kenya,,,
Spec Training And Consultancy Ltd,Muthaiga North,,Nairobi,Kenya,,,
Vniken Entrprises,Airport Court Road,,Nairobi,Kenya,,,
Vas Motors Mart Ltd,"Vas Motor Mart Building, 1St Floor Londiani Road",,Nairobi,Kenya,,
Sunrise International Ltd,Mama Ngina Street,,Nairobi,Kenya,,,
Eagle Neema Self Help Group,Marua,,Nyeri,Kenya,,,
Lonrho Africa Management Services Ltd,Riverside Drive,Riverside Lane West,Nairobi,Kenya,,,
Walker Industries (K) Ltd,"Kings Business Park, Next To Icd Road",,Nairobi,Kenya,,
Shalimar Holdings Ltd,"Kinale Forest,  Kijabe",,Kijabe,Kenya,,
Regional Centre For Mapping Of Resources For Development,Kasarani Road,,Nairobi,Kenya,,,
Ferro Metal Forwarders Ltd,Nkrumah Road,,Mombasa,Kenya,,,
Kowuoth Vision Development Group,Gagra Madiany Road,,Nyanza Province,Kenya,,,
Innovis Telecom Services Africa Limited,Chaka Place,Argwings Kodhek Road,Nairobi,Kenya,,,
Equator Bottles Limited,"Off Airport Road.,  Nkrumah Road",Next To The Airport Near Kenya Pipeline,Kisumu,Kenya,,
Trace Kenya,Mombasa - Malindi Highway,,Mombasa,Kenya,,,
Living In Faith Association,Lenkile Building Room No.8,,Nanyuki,Kenya,,,
Altech Kenya Limited,Raphta Road,,Nairobi,Kenya,,,
Alpha Logistics (K) Ltd,Airport Road,"Cargo Village, G/F",Nairobi,Kenya,,
Acumen Industrial Ltd,"209/8786,  Enterprise Road",,Nairobi,Kenya,,
Nairobi Medical Stores Limited,"Information House,  Mfangano Street",,Nairobi,Kenya,,
Kenya Restoration International,Spine Road,,Nairobi,Kenya,,,
Paragen Products Ltd,Shimo-La-Tewa/Dundori Road,Off Lusaka Road,Nairobi,Kenya,,,
Swift Global Logistics Ltd,Warehouse No. 5,Apex Business Park Mombasa Road,Nairobi,Kenya,,,
Al Husnain Motors Ltd,"Tangana Road , Off Moi Avenue",Near The Railway Station,Mombasa,Kenya,,
Ultra Equipment Limited,"Sound Plaza,  Woodvale Grove Westlands",,Nairobi,Kenya,,
Naivas Supermarkets Ltd,Homabay Road,Off Enterprise Road,Nairobi,Kenya,,,
Wareng Youth Initiative For Peace And Development,Ronald Ngala,,Eldoret,Kenya,,,
Habo Agencies Ltd,Mombasa,,Mombasa,Kenya,,,
Youth Development Alliance Trust,Wood Vale-Off Mpaka Rd Westland,,Nairobi,Kenya,,,
Coast Coconut Farms Ltd,83751 Gpo,,Mombasa,Kenya,,,
Mayfair Holding Ltd,"Mayfair Holding Building,  Jomo Kenyatta Highway",Makasembo Road,Kisumu,Kenya,,
Sixty Four Centre Ltd,Kaptagat Rd,,Eldoret,Kenya,,,
Kikambala Development Initiative,Mombasa/Lungalunga Road,,Diani Beach,Kenya,,,
Upbeat Communications Limited,Thika Highway - Forest Road Junction,,Nairobi,Kenya,,,
Basis-Africa Limited,"Lower Plains Road, Karen",,Nairobi,Kenya,,
Globall Village Auditing And Consultancy,Tombra Road,,Juba,Kenya,,,
Viva Africa Consulting Llp,Rose Avenue,,Nairobi,Kenya,,,
Hope Worldwide Kenya,Gatundu Crescent Kileleshwa.,Off Gatundu Road,Nairobi,Kenya,,,
Business Forms And Systems Ltd,"Industrial Area,  Likoni Rd",,Nairobi,Kenya,,
Prema Mohan Africa Ltd,Yaya Centre Argwings Kodhek Road,,Nairobi,Kenya,,,
Sew-Tech Kenya Ltd,Amra House River Road,Jainsala Road C.B.D,Nairobi,Kenya,,,
Vozoli Horticultural Self Help Group,Kisumu/Kakamega,,Maragoli,Kenya,,,
Capture Foundation International,Tom Mboya Street,,Nairobi,Kenya,,,
Oriental Commercial Bank Limited,Finance House L.R. No. 209 / 1326,Koinange Street,Nairobi,Kenya,,,
Kisumu Medical And Education Trust,"Tom Mboya Estate,",,Kisumu,Kenya,,
Bitz It Consulting Ltd,"Vision Plaza Rm 47, Mombasa Road",,Nairobi,Kenya,,
Corn Products Kenya Ltd,Makson's Plaza Parklands Road,,Nairobi,Kenya,,,
Excel Chemicals Ltd,Excel Chemicals Building Old Mombasa Road,Embakasi,Nairobi,Kenya,,,
Elite Computers Limited,"3D Peponi Plaza,",Peponi Road,Nairobi,Kenya,,
Welrods Limited,Plot Number 209/8864 Off Lunga Lunga Road,Wundanyi Road,Nairobi,Kenya,,,
Henkel Polymer Company Limited,Enterprise Road,Industrial Area,Nairobi,Kenya,,,
Richardson Company Litimed,Kerarapon,3Rd Drive,Nairobi,Kenya,,,
Lybax Company Limited,Kenyatta Avenue,,Nairobi,Kenya,,,
Flowmatics Ltd,"No.6, Roughton Court Plaza Argwings Kodhek Road",,Nairobi,Kenya,,
East African Packaging Industries Limited,Plot No 209/8196 Kitui Road,Industrial Area,Nairobi,Kenya,,,
Lords Healthcare Limited,"Capitol Hill Towers, Ground Floor Cathedral Road",,Nairobi,Kenya,,
Kuria District Disability Network,Kehancha Migori Road,,Kehancha,Kenya,,,
Viva Product Line Ltd,"Eden Square, Block 1",Chiromo Road,Nairobi,Kenya,,
Bestmind Freight Logistics Ltd,Bfl Building Off Moi Avenue,Sauti Ya Kenya Road,Mombasa,Kenya,,,
Crown Berger Kenya Limited,Likoni Road,Industrial Area,Nairobi,Kenya,,,
Signal Excel Systems Ltd,"Off Dennis Pritt Road, Milimani Road","Off State Hse Road, Milimani Crt",Nairobi,Kenya,
South Kabura,Amoyo,,Ndhiwa,Kenya,,,
Hain Lifescience East Africa Ltd,Lenana Road,Jumuia Place Ll,Nairobi,Kenya,,,
Centre For Young Scientists Kenya,Moi Avenue,,Mombasa,Kenya,,,
Essar Telecom Kenya Limited,"Plot L/R No. 1870/111/551, Essar House Brookside Groove",Muguga Green Lane,Nairobi,Kenya,,
Oloip Integrated Program,Opposite Kenyatta Studium,,Maralal Kenya,Kenya,,,
Airoquip K Limited,"Airoquip Building,  Lusaka Road",Industrial Area,Nairobi,Kenya,,
Advantech Consulting Ltd,Applewood Pk 206,Wood Avekilimani,Nairobi,Kenya,,,
Arrow Web Hospital,Kayole,,Nairobi,Kenya,,,
Multichoice Kenya Limited,Multichoice House Karuna Road,Opposite Sarit Centre,Nairobi,Kenya,,,
Kenya General Industries Limited,Miritini Road,Next To Brollo (K) Ltd,Mombasa,Kenya,,,
Matengo And Associates,Lenana Road,,Nairobi,Kenya,,,
Faithful Empowerment Of Marginalize,Kisauni,,Mombasa,Kenya,,,
Across,Ndege Road,,Nairobi,Kenya,,,
Siemens Limited,"Nairobi Business Park 1St Flr,  Mamlaka Road",,Nairobi,Kenya,,
Nec Africa (Pty) Ltd,International House Mama Ngina Street,,Nairobi,Kenya,,,
International Development Partners (Ea) Ltd,Haven Court Waiyaki Way,,Nairobi,Kenya,,,
Jegalal Advanced Enterprise Solutions Llc,Ngong Road,,Nairobi,Kenya,,,
Agap Awareness Group On Aids Prevention,P O Box 7612 00100,,Nairobi,Kenya,,,
Aar Health Services Ltd,Williamson House 4Th Ngong Avenue,,Nairobi,Kenya,,,
Minolta Industries Ltd,"Plot No 209/8694,  Off Enterprise Road",Industrial Area,Nairobi,Kenya,,
Rush,"P O Box 1000,  Kakamega/Webuye Road",,Kakamega,Kenya,,
Com Twenty One Limited,Umeme Plaza Naivasha Road,Off Ngong Road,Nairobi,Kenya,,,
Roots International,Marcus Garvey Road,,Nairobi,Kenya,,,
Southern Aid,Kenyatta Avenue,,Nairobi,Kenya,,,
Mca Distributors Kenya Ltd,"Sara Lee Complex,  Off Baba Dogo Road",,Nairobi,Kenya,,
Kentek Solutions Limited,Koinange Street,,Nairobi,Kenya,,,
Educacation For Need Foundation,Kenyatta Street,,Kitale,Kenya,,,
Gelsup Laboratory Equipment Supplies Ltd,Judith Wamaitha Thande Memorial Hse,Luthuli Avenue,Nairobi,Kenya,,,
Beryl Consult Limited,Westlands,,Nairobi,Kenya,,,
Usemaji Aphasia Group,P O Box 5707,,Nairobi,Kenya,,,
Kenya Railways Corporation,Workshop Road,Haile Selassie Road,Nairobi,Kenya,,,
Amal Express Money Transfer Ltd,Amal Plaza 1St Avenue Eastleigh,,Nairobi,Kenya,,,
Pearly Waters Ltd,Gideon Rimba Road,Next To Railway Street,Mombasa,Kenya,,,
Global Documentarys And Ads Media,Moi Drive,,Nairobi,Kenya,,,
Ramco Printing Works Limited,Plot L R No 209/ 8303 Dunga Close,Industrial Area,Nairobi,Kenya,,,
Wananchi Marine Products Kenya Ltd,Liwatoni Fisheris Complex,"Liwaton Road, Ganjoni Area",Mombasa,Kenya,,
Nyeri Disability Network,Kenyatta Road,Nyeri,Nyeri Town,Kenya,,,
Kentmere Flora Ltd,"Waumini House, 3Rd Floor,  Chiromo Road",,Nairobi,Kenya,
Metro Pharmaceuticals Limited,"Keekorok House Building Keekorok Road, Ke001",,Nairobi,Kenya,,
Access Agriculture,Uhuru Highway,,Nairobi,Kenya,,,
Rural Focus Limited,Mt Kenya Drive,Laikipia,Nanyuki,Kenya,,,
Mullard Fire Protection Limited,Hidden Berg House Mombasa Road,Vision Plaza,Nairobi,Kenya,,,
Venus Metal Africa Ltd,Weruga Lane,Off Haile Selassie Avenue,Nairobi,Kenya,,,
Kamsons Ltd,Dar Es Salaam Road,Industrial Area,Nairobi,Kenya,,,
Rural Women Peace Link,Ronald Ngala,,Eldoret,Kenya,,,
Chromafrica Llc,"Eldoret Road, Off Wangu Avenue",Suite No. A6 Kimathi,Nairobi,Kenya,,
Winsols Ltd Kenya Textile And Natural Products,Commercial,,Nairobi,Kenya,,,
H L B Kassim-Lakha Samvir Abdulla,"Kalamu House,  Waiyaki Way",,Nairobi,Kenya,,
Straight Line Enterprises Limited,Enterprise Road,,Nairobi,Kenya,,,
Adventist Centre For Care And Support,Milimani Road,,Nairobi,Kenya,,,
Beglin Woods Architects And Interior Designers,Riverside Lane,Riverside Drive,Nairobi,Kenya,,,
Kanyala Little Stars,Mbita Rusinga Road,,Mbita Town,Kenya,,,
Isukha Heritage Organization,Shinyalu,,Kakamega,Kenya,,,
Tec Institute Of Management,P O Box 69577,,Nairobi,Kenya,,,
Destiny Children Centre,Kayole,,Nairobi,Kenya,,,
East Africa Glassware Mart Limited,Mwakilingo Street,Off Moi Avenue,Mombasa,Kenya,,,
Nayan Products K Ltd,Shimo La Tewa Road,Off Lusaka Road,Nairobi,Kenya,,,
Styroplast Ltd,"Syroplast Building, Plot 20 Migwani Road","Off Enterprise Road, Industrial Area",Nairobi,Kenya,
Van Rees Bv Ltd,Tea Warehouse Complex Mahindi Street,Off Shimanzi Road,Mombasa,Kenya,,,
Safiri Textiles Ltd,Amichand House River Road,Off Moi Avanue,Nairobi,Kenya,,,
Uni-Plastics Ltd,Plot No. 336/204,Off Baba Dogo Road,Nairobi,Kenya,,,
Lake Victoria Initiatives,Administration Road,,Suna Migori,Kenya,,,
Uneeco Paper Products Ltd,"Road C, Off Enterprise Road",(Opp. Ss Mehta & Sons),Nairobi,Kenya,,
Teknobyte Limited,Milimani Road,Off State House Road,Nairobi,Kenya,,,
Rimco Communications Ltd,"Bruce House,  Standard",,Nairobi,Kenya,,
Fahari Technologies Limited,"Mutahiga Suites 10, Thika Road",,Nairobi,Kenya,,
Global Gases Kenya Ltd,"Orbit Sports Complex,  Enterprise Road",,Nairobi,Kenya,,
Multiface Research And Development Centre,Angawa Mbuya Road,,Kisumu,Kenya,,,
General Equipment Corporation Ltd,Kirinyaga Road,,Nairobi,Kenya,,,
Backup International Kenya Ltd,Westland,,Nairobi,Kenya,,,
Partnership For African Social And Governance Research (Pasgr),Kma Center Mara Road,Upper Hill,Nairobi,Kenya,,,
Dodhia Packaging Ltd,Kampala Road,Industrial Area,Nairobi,Kenya,,,
Hobra Manufacturing Limited,Sokoni Road,Industrial Area,Naivasha,Kenya,,,
Ashbu Securities Ltd,Loita,,Nairobi,Kenya,,,
Spartan Relief Supplies Limited,Block 46 Kijabe Street,Next To Text Book Centre,Nairobi,Kenya,,,
Anns Import And Export Enterprises  Limited,Moi Avenue,City Centre,Nairobi,Kenya,,,
Tabaki Freight Services International Limited,"Mirage Plaza,  Mombasa Road",,Nairobi,Kenya,,
Safe Water And Aids Project,Off Aghakhan Road,Behind Royal City Hotel Milimani Estate,Kisumu,Kenya,,,
Universal Fellowship Organization,Kiminini Township,,Kitale,Kenya,,,
Matriach Company Limited,Chuka Buchery Street,,Chuka,Kenya,,,
Waterways Ltd,"Eagle Star Apartments,  Milimani Road",Rulph Bunch Road,Nairobi,Kenya,,
Jaydees Knitting Factory Ltd,Off Sasio Road,Off Lunga Lunga,Nairobi,Kenya,,,
Samagoma Building And Construction Company,Uganda Road,,Kitale,Kenya,,,
G.A Consultants Ltd,"Standard Building, Room No .9 Standard Street",,Nairobi,Kenya,,
Diocese Of Rumbek - Sudan,"Bethany House,  Argwings Kodhek Road",,Nairobi,Kenya,,
Bluetree Group,"Ngong Road, Kabarnet Road",,Nairobi,Kenya,,
Balwant And Didar Engineers Limited,Dundori Road,Industrial Area,Nairobi,Kenya,,,
Nairobi Womens Hospital,Argwings Kodhek Road,Hurlingham,Nairobi,Kenya,,,
Habitat For Humanity,St. Michael's Road,Off Rhapta Road Westlands,Nairobi,Kenya,,,
"Forum For Women In Development, Democracy And Justice",Upper Matasia,,Ngong,Kenya,,
Africa Waste Paper Ltd,"209/907 Phoenix Hse 5Th Flr,  Kenyatta Avenue",,Nairobi,Kenya,,
Cobot Investments Ltd,"Dt Dobie Complex Lr No.4126/7,  Bamburi Road",Enterprise Road,Nairobi,Kenya,,
Pisp,Ginda,,Marsabit,Kenya,,,
Mawanya Self Help Group,Lukoye,,Mumias,Kenya,,,
Mobius Motors Ltd,Mombasa Road,,Nairobi,Kenya,,,
Africa Peace Point,Jamhuri Crescent,,Nairobi,Kenya,,,
Busia County Youth Bunge Sacco,Caounty Assembly Way,,Busia,Kenya,,,
Mapacha Traders Ltd,"Plot No 204/4360,  Kijabe",,Nairobi,Kenya,,
Nyamaji,Kipasi,,Mbita,Kenya,,,
"Ndungu, Njoroge & Kwach Advocates",International House Mama Ngina Street,,Nairobi,Kenya,,
Union Logistics Limited,2Nd Floor Plaza 2000,Mombasa Road,Nairobi,Kenya,,,
Forum For African Women Educationalistsfawe,"Chania Avenue, Off Wood Avenue Chania Avenue Kilimani",,Nairobi,Kenya,,
Kenya Community Support Centre,Mombasa/Malindi Road,,Mombasa,Kenya,,,
Arichem Limited,Old North Airport Road,Opposite Kenya Airways H/Q,Nairobi,Kenya,,,
Ijara Women For Peace And Development Iwpd,Balah Road,Masalani Garissa County,Nairobi,Kenya,,,
Catholic Diocese Of Nakuru,"Moi Road, Opp Christ The King Cathedral",,Nakuru,Kenya,,
Catholic Diocese Of Eldoret,Uganda Road,,Nairobi,Kenya,,,
Kenya Co - Operative Coffee Exporters Ltd,"Opposite City Cabanas,  Opposite City Cabanas Warehouse  6 ,7 &",Kenbelt Inductrial Park Old Mombasa Road,Nairobi,Kenya,
Abdalla Wholesalers,Tangama Road,,Mombasa,Kenya,,,
Alldean Networks Limited,Gateway Business Park Block E Mombasa Road,,Nairobi,Kenya,,,
Operation Save Innocent Lives - Sudan,Kirichwa Road,Off Argwins Kodhek Road,Nairobi,Kenya,,,
Business Aircraft Management Ltd,Lang'ata,,Nairobi,Kenya,,,
Polish Contractors Company Ltd,Kilimani Road,,Nairobi,Kenya,,,
Adsite Limited,6Th Avenue Parklands,,Nairobi,Kenya,,,
Education Development Center,Naivasha Rd,,Nairobi,Kenya,,,
Kryptone Consulting Limited,Wendani Road,,Nairobi,Kenya,,,
Ifss Integrated Fire & Safetysolutions,Mayfair Business Centre,Parklands Road,,Kenya,,,
Indu Farm Epz Ltd,Unit 4 Sammer Industrial Park,Off Enterprise Road,Nairobi,Kenya,,,
Development Knowledge Link Africa,Homa Bay Mbita Road,,Mbita,Kenya,,,
Asl Packaging Limited,Imara Daima Junction,Mombasa Road,Nairobi,Kenya,,,
Toyotsu Auto Mart Kenya Limited,Uhuru Highway,Opposite Nyayo Stadium,Nairobi,Kenya,,,
Kagongo Aids Affected & Afflicted Self Help Groupkash,81-10100 Nyeri,,Nyeri,Kenya,,,
Healthy People Kenya,Mainstreet,,Kisumu Kenya,Kenya,,,
Total Health Care Group,Off Kikuyu Road,,Nairobi,Kenya,,,
Chamken Bookshop Limited,Anju Plaza Ground Floor Gakere Road,,Nyeri,Kenya,,,
Paper Systems Ltd,Valiti House Muktardada Street,Opposite Givanjee Gardens,Nairobi,Kenya,,,
Open Capital Advisors Limited,"Lenana Road, Lenana Towers, 2Nd Floor",,Nairobi,Kenya,
Grace Covenant Church,"Moi Avenue, Umoja Innercore",,Nairobi,Kenya,,
Legend Technologies (Epz) Ltd,7B Sameer Industrial Park,Off Enterprise Road,Nairobi,Kenya,,,
Dac Aviation (Ea) Ltd,Wilson Airport,Langatta Road,Nairobi,Kenya,,,
Eleven Stars Youth Group,Serem-Senende Road,,Kisumu,Kenya,,,
General Motor Store Ltd,Haile Selassie Avenue,,Mombasa,Kenya,,,
Baharini Consultants Ltd,Rangwe Road,Off Lunga Lunga Road,Nairobi,Kenya,,,
Kabianga University Statistics Students Association,Kericho,,Nairobi,Kenya,,,
Skye Planners Limited,Chiromo Road,,Nairobi,Kenya,,,
Kumekucha Youth Group,Kwangamor,Kwanamor,Amukura,Kenya,,,
Masomo Development Initiative,Moi Avenue,,Nairobi,Kenya,,,
Welldone Consult Ltd,Redhill Drive #261,,Nairobi,Kenya,,,
Shenzen Solutions Ltd,Kenyatta Avenue,,Nairobi,Kenya,,,
Aquamist Ltd,Westlands Off Rhaphta Road,East Of Church Road,Nairobi,Kenya,,,
Sun Fire And Safety Supplies Limited,Kigless House Off Liwatoni Road,Near Railway Godowns,Mombasa,Kenya,,,
Men For Gender Equality Now,Westlands,,Nairobi,Kenya,,,
Diamond Chemicals Limited,"Kntc Central Warehouse, Nanyuki Road",Off Lunga  Lunga Road,Nairobi,Kenya,,
Africaproject Kenya,Ngowe Road Off Lamu Road,,Malindi,Kenya,,,
Lusaka Agreement Task Force,Langata,,Nairobi,Kenya,,,
Malakisi Community Implementation Committee,Malakisi Town,,Bungoma,Kenya,,,
Pastoralist Intergrated Development Intiative,Ijara Road,,Masalani,Kenya,,,
Equatorial Hortifresh Ltd,Chepkoilel University Junction,,Eldoret,Kenya,,,
Raffia Bags East Africa Limited,Miritini Area,Mombasa / Nairobi Highway,Mombasa,Kenya,,,
An-Nisaa For Education And Development,Kigali,,Nairobi,Kenya,,,
Executech Systems,Mbagathi Way,,Nairobi,Kenya,,,
Nippon Koei Co Ltd,Utumishi Coperative House,Manlaka Road,Nairobi,Kenya,,,
Digital Frontiers,Waiyaki Way,,Nairobi,Kenya,,,
Ariman Technologies Ltd,Kasarani Road,Off Thika Road,Nairobi,Kenya,,,
Keeigee Mountain Expeditions,"Box 199, Railway Road",,Naromoru,Kenya,,
Tile & Carpet Centre Limited,Parkside Towers,Mombasa Road,Nairobi,Kenya,,,
Mitsumi Computer Garage Limited,Muthithi Road,Westlands,Nairobi,Kenya,,,
Elect Women African Foundation,Haile Sellasie Avenue,,Nairobi,Kenya,,,
Robert Muhia Gathuo,Kikuyu,,Nairobi,Kenya,,,
"The African Centre For Women, Information And Communications Technology",Makueni Road Kileleshwa,,Nairobi,Kenya,,
Queens Cleaners & Dyers Ltd,"National House,  Market Street",,Nairobi,Kenya,,
Elysian Consulting Limited,"Suite A3, Mng Apartments United Bible Societies Turn-Off","Ndemi Road, Off Ngong Road",Nairobi,Kenya,
Nyowino Integtrated Project Pcgp,Oyugis Road,Kosele,Nairobi,Kenya,,,
East African Syntans & Chemicals Limited Company,Mombasa Road,,Nairobi,Kenya,,,
Prochem (Ea) Ltd,Ajs House Keekorok Road,,Nairobi,Kenya,,,
Children Of God Relief Institute Ltd,"3Rd 141, Karen-Dagoretti Rd",. P. O. Box 24970,Nairobi,Kenya,,
Kilifi Mtwapa Creek Community Conservation Group,Mtwapa,,Mombasa,Kenya,,,
Phillips Pharmaceuticals Limited,Power Techniques Complex Mombasa Road,,Nairobi,Kenya,,,
Kipsigis Heritage Foundation,Utalii,,Nairobi,Kenya,,,
Abbalees Of Londinium East Africa,Ngong Road,,Nairobi,Kenya,,,
Westlands Hotels Limited,Woodvale Groove,Woodvale Close,Nairobi,Kenya,,,
United Parcel Services,"Transami Building,  Airport North Road",Nairobi,Nairobi,Kenya,,
Kitamaiyu Ltd,Haile Sellasie Ave,,Nairobi,Kenya,,,
Eloise Consult,Elgeomarakwet Close,,Nairobi,Kenya,,,
Plateau Mission Hospital,"Off Kaptagat Eldama Ravine Rd,",,Eldoret,Kenya,,
Gurdev Engineering & Construction Works Limited,Road A/ Busia Road,Off Enterprise Road,Nairobi,Kenya,,,
Moledina Enterprises Ltd,"Langoni Road,  Nakum St",,Mombasa,Kenya,,
New Westland Stores Ltd,Waiyakiway Chiromo Road,,Nairobi,Kenya,,,
Gamma Delta Eastern Africa,Studio House Westlands,Off Museum Hill,Nairobi,Kenya,,,
Kardinal Healthcare Supplies,Tom Mboya,,Nairobi,Kenya,,,
Saichem Limited,1St Avenue Parklands,Lr 209/2082,Nairobi,Kenya,,,
Integrated Development Facility,Kisumu Road,,Kadonga,Kenya,,,
Impulse Promotions Ltd,Kirichwa Road,Off Argwings Kodhek Road,Nairobi,Kenya,,,
Nyumba Ya Chuma Ltd,"Lr No209/5017/32,  Lusaka Road",,Nairobi,Kenya,,
Rolken Kenya Ltd,Kirinyaga Road,,Nairobi,Kenya,,,
Keppel Investments Ltd,Mathari Road,,Nyeri,Kenya,,,
Birch Investments Ltd,"Miritini,  Mombasa Nairobi Road",Kingorani Export Processing Zone,Mombasa,Kenya,,
Farm Concern International Development Trust,Kari Campus Waiyaki Way,,Nairobi,Kenya,,,
Step Up Holdings Ltd,Hill Climb Street Mlimani,,Nakuru,Kenya,,,
Kenya Alliance Of Resident Associations,Kabarnet Lane,,Nairobi,Kenya,,,
Subaru Kenya Ltd,Athi River/Addis Ababa,Off Enterprise Road,Nairobi,Kenya,,,
August 7Th Memorial Trust,Moi Avenue Number 1,,Nairobi,Kenya,,,
Mercury Agencies (K) Ltd,"Baba Dogo Road, Ruaraka",Kariobangi North,Nairobi,Kenya,,
Trade Wings Ltd,"Shimmers Plaza,  Westlands Road",,Nairobi,Kenya,,
Intertek International Ltd,House Of Vanguard 4Th Floor,"Opposite Consolata School, Chiromo Road Westlands",Nairobi,Kenya,,
Maisha Bora Self Help Group,Bungoma Webuye Road,,Bungoma,Kenya,,,
Young Widows Advancement Program,Spine Road,,Nairobi,Kenya,,,
Lawafrica Publishing Limited,"Level 1, Co-Op Trust Plaza Lower Hill Road",,Nairobi,Kenya,,
Cellulant Kenya Limited,Riverside Westlands,,Nairobi,Kenya,,,
Hillcrest Health Services Limited,"Njemwa House,  Wood Avenue",,Nairobi,Kenya,,
Lifenets East Africa Chapter,Bahati Road,,Nairobi,Kenya,,,
Chemicals & Solvents (E.A) Ltd,C&S Centre Old Mombasa Road,"Behind Icd, Opposite Excel Chemicals",Nairobi,Kenya,,
Ekongo Development Organization,Mundika,,Busia,Kenya,,,
Bobric Trading Company Ltd,"Twiga Towers,  Muranga Road",,Nairobi,Kenya,,
Streamlan Solutions Ea Ltd,Kijabe,,Nairobi,Kenya,,,
Hurricane Services Ltd,Moranga,,Nairobi,Kenya,,,
Youth & Women Leadership Empowerment Initiative,Koinange,,Nairobi,Kenya,,,
Mohammed Yusuf,Koinange,,Nairobi,Kenya,,,
Ainu Shamsi Energy Ltd,Geminia Insurance Plaza Kilimanjaro Avenue,,Nairobi,Kenya,,,
Bungoma High School,Off Moi Avenue,,Bungoma,Kenya,,,
Lento Agencies Ltd,Enterprise Road,,Nairobi,Kenya,,,
Tawakal Medical Clinic,5Th Street On 2Nd Avenue Eastleigh,,Nairobi,Kenya,,,
Grandmothers Raising Grandchildren,Along Ahero Kisii Road,,Kisumu,Kenya,,,
Jaydees Knitting Factory Limited,"Industrial Area,  Sasio Road Off Lunga Lunga Road",,Nairobi,Kenya,,
Fast-Track Business Solutions Ltd,P. O. Box 12874,Tom Mboya,Nairobi,Kenya,,,
Exxado Paints & Allied Ltd,"Lochab Transport Godown,  Lunga Lunga",,Nairobi,Kenya,,
Empowering Marginalized Communities,Machakos Town,,Nairobi,Kenya,,,
Nimrod Africa Limited,Nimrod House 77 Parklands Road,,Nairobi,Kenya,,,
Coast Association Of Persons With Disabilities,Kenyatta Avenue,,Mombasa,Kenya,,,
The Standard Group Limited,Standard Group Centre,Mombasa Road,Nairobi,Kenya,,,
Six Square Limited,Old Airport Road,,Nairobi,Kenya,,,
Nguzo Africa,Narok,,Nairobi,Kenya,,,
